250
1500
   0	  52	  42
   1	  79	  69
   2	  77	  67
   3	  67	  57
   4	 103	  93
   5	 100	  90
   6	  48	  38
   7	  46	  36
   8	  55	  45
   9	  52	  42
  10	  43	  33
  11	  89	  79
  12	  37	  27
  13	  67	  57
  14	  54	  44
  15	  94	  84
  16	  96	  86
  17	 102	  92
  18	  56	  46
  19	  48	  38
  20	  95	  85
  21	  43	  33
  22	  92	  82
  23	  83	  73
  24	  59	  49
  25	  80	  70
  26	  69	  59
  27	  33	  23
  28	  67	  57
  29	  82	  72
  30	  84	  74
  31	  79	  69
  32	  43	  33
  33	  52	  42
  34	  38	  28
  35	  56	  46
  36	  40	  30
  37	  74	  64
  38	  39	  29
  39	  84	  74
  40	  51	  41
  41	  59	  49
  42	  65	  55
  43	 108	  98
  44	  90	  80
  45	  42	  32
  46	  35	  25
  47	  48	  38
  48	  92	  82
  49	  40	  30
  50	  45	  35
  51	  49	  39
  52	  67	  57
  53	  94	  84
  54	  72	  62
  55	  60	  50
  56	  65	  55
  57	  37	  27
  58	  40	  30
  59	  46	  36
  60	  30	  20
  61	  88	  78
  62	  57	  47
  63	  36	  26
  64	  55	  45
  65	  51	  41
  66	  68	  58
  67	 108	  98
  68	 101	  91
  69	 106	  96
  70	  83	  73
  71	  94	  84
  72	  47	  37
  73	 103	  93
  74	 101	  91
  75	  53	  43
  76	  83	  73
  77	  95	  85
  78	  91	  81
  79	  89	  79
  80	  81	  71
  81	  90	  80
  82	  86	  76
  83	  93	  83
  84	  51	  41
  85	  88	  78
  86	  80	  70
  87	  33	  23
  88	  52	  42
  89	  97	  87
  90	  53	  43
  91	  94	  84
  92	  70	  60
  93	  65	  55
  94	  59	  49
  95	  88	  78
  96	  83	  73
  97	  72	  62
  98	  46	  36
  99	  54	  44
 100	 104	  94
 101	  79	  69
 102	  42	  32
 103	 106	  96
 104	  80	  70
 105	  94	  84
 106	  68	  58
 107	  88	  78
 108	  35	  25
 109	  90	  80
 110	  68	  58
 111	  76	  66
 112	  93	  83
 113	  34	  24
 114	 108	  98
 115	  70	  60
 116	  52	  42
 117	  53	  43
 118	  53	  43
 119	  49	  39
 120	 107	  97
 121	  67	  57
 122	  91	  81
 123	  72	  62
 124	  85	  75
 125	  91	  81
 126	  33	  23
 127	  53	  43
 128	  60	  50
 129	  48	  38
 130	  70	  60
 131	  68	  58
 132	  80	  70
 133	  98	  88
 134	  46	  36
 135	 100	  90
 136	  47	  37
 137	  55	  45
 138	  55	  45
 139	  49	  39
 140	  54	  44
 141	  63	  53
 142	  80	  70
 143	  34	  24
 144	  92	  82
 145	  91	  81
 146	  57	  47
 147	 107	  97
 148	  45	  35
 149	  75	  65
 150	  84	  74
 151	  78	  68
 152	  59	  49
 153	  65	  55
 154	  62	  52
 155	 104	  94
 156	 105	  95
 157	  39	  29
 158	 109	  99
 159	  30	  20
 160	  32	  22
 161	  35	  25
 162	  59	  49
 163	  56	  46
 164	 108	  98
 165	  69	  59
 166	 108	  98
 167	  70	  60
 168	  33	  23
 169	  82	  72
 170	  43	  33
 171	 108	  98
 172	  90	  80
 173	 105	  95
 174	  88	  78
 175	  67	  57
 176	  77	  67
 177	  63	  53
 178	  57	  47
 179	  63	  53
 180	  46	  36
 181	  48	  38
 182	 102	  92
 183	  40	  30
 184	  90	  80
 185	  42	  32
 186	 107	  97
 187	  49	  39
 188	  90	  80
 189	  82	  72
 190	  65	  55
 191	  51	  41
 192	  70	  60
 193	  77	  67
 194	  63	  53
 195	  75	  65
 196	 105	  95
 197	  30	  20
 198	  76	  66
 199	  88	  78
 200	 108	  98
 201	  57	  47
 202	 110	 100
 203	  95	  85
 204	  63	  53
 205	  63	  53
 206	  77	  67
 207	  37	  27
 208	  32	  22
 209	  71	  61
 210	  53	  43
 211	  62	  52
 212	  86	  76
 213	  74	  64
 214	  71	  61
 215	  39	  29
 216	  40	  30
 217	  56	  46
 218	  89	  79
 219	  76	  66
 220	  37	  27
 221	  89	  79
 222	 108	  98
 223	 100	  90
 224	  32	  22
 225	  85	  75
 226	  67	  57
 227	  77	  67
 228	  46	  36
 229	  80	  70
 230	 109	  99
 231	  58	  48
 232	  53	  43
 233	  55	  45
 234	  81	  71
 235	 110	 100
 236	  98	  88
 237	  58	  48
 238	  37	  27
 239	  49	  39
 240	  48	  38
 241	 110	 100
 242	  70	  60
 243	  52	  42
 244	  30	  20
 245	  79	  69
 246	  34	  24
 247	  33	  23
 248	 102	  92
 249	  42	  32
187
7	0	194	217	218	235	240	246
8	1	69	107	166	173	221	247	249
8	2	134	187	217	221	224	226	248
7	3	123	209	224	234	239	241
8	4	26	194	228	230	231	235	236
8	5	156	214	230	236	240	244	249
9	6	21	91	146	209	214	234	243	244
9	7	37	123	176	212	215	222	241	243
8	8	77	117	230	238	240	241	242
9	9	29	96	97	214	221	226	243	244
7	10	172	193	223	224	232	248
9	11	37	59	122	169	235	243	246	247
7	12	20	172	203	240	241	242
7	13	42	202	238	243	245	247
6	14	78	208	218	227	248
8	15	152	172	209	221	224	239	247
7	16	23	38	194	235	236	245
8	17	45	116	142	235	236	240	247
7	18	102	145	216	230	235	246
8	19	95	111	200	238	242	243	245
9	20	36	86	114	203	210	231	233	235
9	21	74	127	170	201	211	227	232	244
8	22	57	59	130	231	235	236	247
5	23	208	216	218	244
7	24	211	225	233	234	239	241
7	25	128	184	225	231	233	237
8	26	36	172	204	209	230	236	248
6	27	218	222	227	231	247
6	28	211	218	227	239	247
8	29	78	147	213	229	230	236	247
8	30	57	71	163	228	229	236	249
8	31	81	128	148	210	227	231	235
7	32	159	199	221	224	226	241
7	33	156	180	228	240	242	249
7	34	146	218	221	223	239	240
6	35	57	212	216	235	245
7	36	128	215	217	229	233	248
9	37	99	112	163	184	198	228	229	249
8	38	194	203	204	210	231	235	236
8	39	40	61	215	216	218	235	246
8	40	99	165	168	215	218	227	235
8	41	47	61	134	210	220	232	242
7	42	146	198	230	238	240	247
7	43	112	218	222	235	240	241
7	44	121	193	210	222	243	244
8	45	81	144	193	231	235	236	247
7	46	71	166	210	217	229	232
8	47	148	175	210	224	226	232	244
8	48	130	152	197	206	227	239	241
8	49	60	74	158	205	216	222	244
7	50	147	208	213	218	229	247
6	51	183	234	241	242	243
9	52	96	185	212	215	217	226	233	248
8	53	108	201	212	219	225	231	237
8	54	135	142	193	229	230	236	247
7	55	108	129	171	216	232	235
8	56	136	177	185	199	226	230	243
10	57	59	132	162	185	192	212	223	243	248
7	58	141	177	179	209	239	247
8	59	192	195	212	223	233	243	248
9	60	88	107	152	173	221	224	239	247
6	61	218	222	239	240	247
9	62	91	146	181	200	210	219	242	243
6	63	129	226	233	243	247
7	64	93	185	194	212	231	237
7	65	145	176	196	206	233	249
7	66	194	203	228	231	235	236
6	67	150	175	214	216	245
7	68	176	182	217	219	237	240
8	69	105	166	173	188	192	193	249
7	70	130	172	213	231	236	247
6	71	140	234	241	242	243
7	72	143	193	229	230	232	236
8	73	181	185	199	210	217	219	224
8	74	144	147	207	219	226	231	237
7	75	182	198	205	215	217	224
6	76	173	211	221	224	248
7	77	114	148	225	233	235	241
7	78	168	186	216	218	230	235
8	79	148	190	191	195	234	238	241
6	80	191	228	229	234	241
8	81	172	177	209	236	239	240	247
7	82	126	130	197	206	227	239
7	83	162	166	228	229	236	249
8	84	94	182	186	206	212	242	249
6	85	104	216	218	222	235
6	86	116	213	229	233	248
7	87	100	167	186	227	231	238
8	88	122	176	180	199	237	242	249
7	89	139	156	192	203	220	242
7	90	116	184	225	229	233	249
8	91	158	209	212	214	216	230	244
8	92	95	173	185	188	191	192	246
7	93	201	212	215	219	242	243
8	94	144	147	214	229	230	247	249
7	95	103	112	198	227	231	238
6	96	151	159	207	247	249
9	97	140	190	195	207	212	226	241	243
7	98	173	189	205	217	224	232
7	99	116	210	217	229	233	248
7	100	112	166	194	207	228	249
5	101	197	208	227	239
7	102	138	179	188	194	228	249
8	103	128	148	181	193	200	238	248
8	104	121	139	163	201	215	242	246
7	105	201	211	212	225	231	233
8	106	123	147	190	212	219	231	237
8	107	123	127	211	224	234	239	241
7	108	197	206	209	210	212	248
5	109	169	194	235	245
6	110	197	210	214	227	244
7	111	139	200	208	210	212	242
10	112	123	159	189	190	200	207	212	241	243
7	113	166	167	187	222	227	247
8	114	122	186	200	203	204	231	235
7	115	147	210	212	217	233	248
8	116	169	193	210	222	229	235	247
8	117	136	158	190	224	226	232	244
5	118	190	199	226	237
5	119	215	222	226	244
6	120	129	204	213	226	248
7	121	131	163	207	243	246	247
7	122	134	163	179	200	247	249
7	123	176	196	205	212	215	246
7	124	187	204	230	232	236	248
7	125	201	211	212	225	230	244
8	126	162	166	181	197	210	227	248
7	127	190	198	211	224	234	241
8	128	160	184	196	229	232	233	237
7	129	147	195	208	212	223	248
7	130	142	154	167	243	245	247
6	131	187	204	213	236	248
8	132	138	151	186	195	200	216	238
8	133	138	139	184	191	223	240	246
6	134	186	212	216	230	231
6	135	191	204	230	235	241
